マクドナルドイオンモール札幌苗穂店	(43.0792737, 141.4046478)
新川皇大神社	(43.1088489, 141.301126)
札幌新川整形外科	(43.1150291, 141.3040687)
ゆで太郎新川6条店	(43.1176939, 141.2989868)
新川ファミリー歯科	(43.1118003, 141.3023308)
炉ばた焼 ウタリ	(43.0539064, 141.3520498)
石金病院	(43.1200025, 141.2987938)
コスモ	(43.1135051, 141.2932841)
かつた歯科クリニック	(43.1157457, 141.2952465)
北成病院	(43.1243085, 141.2874162)
エネオスDr.Drive新川西SS	(43.1237966, 141.2789718)
新川西さくらこ保育園	(43.1247577, 141.2780257)
どうかい歯科クリニック	(43.1295005, 141.2738245)
竹韻精舎 蔵王寺	(43.1288663, 141.2725263)
浄圓寺	(43.1332307, 141.2680624)
まえだ森林クリニック	(43.1347017, 141.2643759)
ルル動物病院新川院	(43.1158092, 141.295138)
札幌鈴木病院	(43.1047478, 141.3302071)
光明寺	(43.1098236, 141.3343787)
びっくりドンキー麻生店	(43.1109244, 141.3345595)
信州庵新琴似駅前	(43.1115313, 141.3346149)
たかせ歯科クリニック	(43.1064964, 141.3319616)
麻生循環器内科	(43.1108616, 141.3356511)
坂田歯科医院	(43.1121662, 141.3367994)
ため歯科クリニック	(43.113077, 141.3361677)
牧田病院	(43.1032189, 141.3252588)
札幌北郵便局	(43.1072999, 141.3270572)
Sタウンデンタルクリニック	(43.1088923, 141.3304534)
のびるこどもクリニック	(43.1091182, 141.3301592)
新琴似ファミリー歯科	(43.1093173, 141.3289612)
アスク新琴似保育園	(43.1118734, 141.3322943)
麻生整形外科病院	(43.1128279, 141.3326381)
清水歯科クリニック	(43.1123871, 141.3328128)
ツルハドラッグ新琴似店	(43.1151698, 141.3359926)
新琴似歯科クリニック	(43.1153955, 141.3362239)
勤医協札幌北区ぽぷらクリニック	(43.1157449, 141.3364323)
札幌東勤労者医療福祉協会北在宅総合センター	(43.1163266, 141.3364346)
清香園	(43.1045687, 141.3221539)
どい内科クリニック	(43.1050105, 141.3223117)
新琴似中央保育園	(43.1089521, 141.3280434)
新琴似神社	(43.1135806, 141.331906)
新琴似幼稚園	(43.1139683, 141.3312752)
札幌市新琴似保育園	(43.113815, 141.3325371)
歯科小野木医院	(43.1051387, 141.3220811)
札幌市北区 新琴似まちづくりセンター	(43.1132734, 141.3300109)
札幌市新琴似図書館	(43.113406, 141.3296913)
みよしの新琴似中央店	(43.113932, 141.3290209)
札幌市北消防署 新琴似出張所	(43.1137349, 141.3303028)
札幌方面北警察署 新琴似交番	(43.1138717, 141.3300047)
横浜家系ラーメン いなせ家	(43.1141867, 141.3294795)
介護老人保健施設 サンビオーズ新琴似	(43.1065379, 141.3208428)
札幌新琴似郵便局	(43.1140529, 141.3282847)
ロッテリア札幌新琴似四番通店	(43.1142705, 141.3282847)
サツドラ新琴似6番通店	(43.1195759, 141.3339458)
しんことに清香保育園	(43.1199696, 141.3330629)
新琴似南保育園	(43.1073726, 141.3191668)
魚べい新琴似店	(43.1126393, 141.3233578)
ツルハドラッグ新琴似7条店	(43.1142043, 141.3254068)
杉山歯科医院	(43.1149282, 141.3271571)
暖龍新琴似店	(43.1154054, 141.3261939)
新琴似内科クリニック	(43.1151457, 141.3276206)
佐野耳鼻咽喉科	(43.1160113, 141.3267294)
北洋銀行新琴似支店	(43.1157656, 141.326477)
まえざわ歯科医院	(43.1055765, 141.3156173)
北海道大志歯科クリニック	(43.1066231, 141.316165)
ツルハドラッグ新琴似1条店	(43.1078407, 141.3163161)
マクドナルド新琴似店	(43.108202, 141.3177572)
北洋銀行新琴似南	(43.1089003, 141.3190258)
さわむら歯科	(43.1092477, 141.3192767)
アポロステーションセルフ新琴似7条SS	(43.1152703, 141.3251969)
いしだ歯科医院	(43.1162161, 141.3255431)
札幌アート歯科クリニック	(43.1199357, 141.3299251)
新琴似児童会館	(43.1209598, 141.3297912)
大沼内科クリニック	(43.1087402, 141.3153548)
回転寿し まつりや新琴似店	(43.1091238, 141.3162137)
サツドラ新琴似店	(43.1095308, 141.3155842)
新琴似・新川地区センター	(43.1097158, 141.3148587)
ピープル歯科	(43.1139505, 141.3218204)
田渕歯科医院	(43.1168494, 141.3229676)
北海道信用金庫新琴似支店	(43.1169742, 141.3242449)
札幌新琴似八条郵便局	(43.1177515, 141.3238122)
小児科高橋医院	(43.1198947, 141.3266395)
札幌新琴似十一条郵便局	(43.1222363, 141.3294689)
新琴似ファミリークリニック	(43.1220921, 141.3320351)
おおさき内科	(43.117327, 141.3225205)
こばやし歯科医院	(43.1179089, 141.3224413)
サツドラ手稲前田2条店	(43.1246373, 141.243384)
ツルハドラッグ美園1条店	(43.0453323, 141.3857816)
札幌新琴似一条郵便局	(43.109881, 141.3112527)
パルク動物病院	(43.110858, 141.3124902)
ハヤシ犬猫病院	(43.1188074, 141.3287909)
大法寺	(43.1206116, 141.3221107)
日本イエス・キリスト教団新琴似小羊教会	(43.1230512, 141.3262119)
さとう歯科クリニック	(43.1241281, 141.326912)
新川耳鼻咽喉科	(43.1118788, 141.3110625)
飛驒内科クリニック	(43.1120104, 141.3108578)
阿部内科医院	(43.1141086, 141.3134419)
札幌新琴似五条郵便局	(43.1165137, 141.3161976)
なか卯新琴似店	(43.1195822, 141.3192705)
小野眼科医院	(43.1200757, 141.3185607)
中條歯科医院	(43.1215957, 141.3226547)
らーめん清湯	(43.0789733, 141.345635)
新琴似皮膚科スキンケアクリニック	(43.1130747, 141.3076736)
弓野歯科医院	(43.1179672, 141.3134528)
三和新琴似保育園	(43.118611, 141.3151492)
光陽児童会館	(43.1187855, 141.3153913)
北栄キリスト教会	(43.1191922, 141.3166167)
サンドラッグ新琴似店	(43.1201206, 141.3158835)
オオヤマ歯科医院	(43.1205696, 141.3174244)
北陽内科医院	(43.1265985, 141.3215626)
池田内科	(43.1111578, 141.304216)
アポロステーション新琴似SS	(43.1132092, 141.304473)
ガスト札幌新琴似店	(43.1141875, 141.3055087)
ほっともっと新琴似一番通店	(43.1138, 141.3072741)
ファーム歯科	(43.1145244, 141.3062532)
なごやか亭新琴似店	(43.1148938, 141.3066804)
焼肉ダイニング 牧歌園新琴似店	(43.1151977, 141.3065161)
新ことに動物病院	(43.1188762, 141.3126032)
猿田歯科医院	(43.1213297, 141.3148982)
北門信用金庫新琴似支店	(43.1220704, 141.3137541)
横山医院	(43.1217753, 141.3152947)
北海道銀行四番通出張所	(43.1223621, 141.3142251)
新琴似四番通り歯科	(43.1224849, 141.3139883)
札幌新琴似八条西郵便局	(43.1231284, 141.3145273)
新琴似西児童会館	(43.1238349, 141.315297)
アンディー動物病院	(43.1262172, 141.317724)
エネオスDr.Drive Challenge 新琴似SS	(43.1277485, 141.3192449)
太田内科循環器クリニック	(43.1202711, 141.3099065)
札幌方面北警察署 新琴似西交番	(43.1216106, 141.3111168)
札幌市北区 新琴似西まちづくりセンター	(43.1217954, 141.3113664)
布施川内科医院	(43.1230807, 141.3117249)
はるにれ動物病院	(43.123516, 141.3124517)
アポロステーションセルフ新琴似4番通りSS	(43.1228282, 141.3134616)
ふれあいの杜歯科クリニック	(43.1265157, 141.3173711)
清蓮寺	(43.1281965, 141.3160704)
池田歯科クリニック	(43.1209919, 141.3084985)
札幌こばと保育園	(43.129738, 141.315968)
エネオスチャレンジ新琴似四番通SS	(43.1261131, 141.3075465)
アリエル歯科	(43.1277197, 141.309078)
認定こども園英伸幼稚学院	(43.132036, 141.315826)
北の森どうぶつ病院	(43.1311703, 141.311785)
ベテル泌尿器科クリニック	(43.1313741, 141.311874)
服部ファミリークリニック	(43.1319026, 141.3122719)
浄光寺	(43.1238153, 141.3029391)
エネオスBIG-S-新琴似SS	(43.1234582, 141.304101)
札幌北脳神経外科	(43.1249291, 141.3054462)
札幌新琴似七条郵便局	(43.1253399, 141.3058967)
モスバーガー札幌新琴似店	(43.1258105, 141.306564)
たく歯科クリニック	(43.126137, 141.3064915)
吉野家新琴似4番通店	(43.1264963, 141.3070738)
こすげ内科医院	(43.1239885, 141.3375528)
岩田動物病院	(43.1237254, 141.3371631)
千里のこころ屯田	(43.1253803, 141.3386416)
つよし幼稚園	(43.1265929, 141.3369525)
札幌屯田郵便局	(43.1271614, 141.3365295)
屯田歯科医院	(43.1280842, 141.329225)
石川歯科医院	(43.1290254, 141.3439694)
たちばなこどもクリニック	(43.1291058, 141.3429568)
札幌方面北警察署 屯田交番	(43.1273597, 141.3375316)
ふるや内科	(43.1274516, 141.3370542)
ララガーデン歯科	(43.1290641, 141.3424023)
高瀬歯科医院	(43.1291817, 141.3369273)
杉村歯科医院	(43.1303629, 141.3294042)
札幌屯田四条郵便局	(43.128561, 141.3284927)
ニッポンレンタカーすすきの営業所	(43.0498336, 141.3498904)
串鳥南七条店	(43.0515561, 141.3541178)
ほっともっと大通西17丁目店	(43.0568737, 141.330599)
エネオスDr.Drive札幌流通センターSS	(43.0374061, 141.4481521)
エネオス札幌トラックターミナルSS	(43.0379403, 141.445713)
屯田保育園	(43.1314693, 141.3300202)
屯田児童会館	(43.132249, 141.32996)
札幌市北区 屯田まちづくりセンター	(43.1334267, 141.3303362)
札幌市北消防署 屯田出張所	(43.1327473, 141.3210863)
屯田西公園どうぶつ病院	(43.1318923, 141.3237812)
ちだ歯科クリニック	(43.134556, 141.3216)
かわむら歯科クリニック	(43.134546, 141.3431651)
朋佑会札幌産科婦人科	(43.134594, 141.3426078)
Youペットクリニック	(43.134846, 141.3415976)
鮨処なごやか亭屯田店	(43.1343084, 141.3389815)
北海道銀行屯田パーソナル支店	(43.1346217, 141.3390735)
屯田すずらん保育園	(43.1339791, 141.337348)
はなぶさ耳鼻咽喉科	(43.1359074, 141.3330555)
とんでん小児科	(43.1359374, 141.3327177)
ツルハドラッグ屯田6条店	(43.1354745, 141.3314242)
ほっともっと屯田6条店	(43.1353543, 141.33068)
北央信用組合屯田支店	(43.1352338, 141.3305429)
屯田横山眼科	(43.1365515, 141.3272775)
ピザハット屯田店	(43.1368957, 141.3248876)
しょうじファミリー歯科・矯正歯科クリニック	(43.137069, 141.3226914)
屯田三番通動物病院	(43.1372103, 141.3227476)
屯田キリスト教会	(43.1358904, 141.3213574)
屯田ホームクリニック	(43.1373836, 141.3202859)
川嶋泌尿器科	(43.1374862, 141.3202953)
麺や きよた	(43.1352492, 141.3439707)
メディック北札幌	(43.1379474, 141.3398075)
コスモ石油セルフステーション屯田7条	(43.137298, 141.3388003)
浜岡皮膚科クリニック	(43.1376097, 141.3388198)
北洋銀行屯田北支店	(43.1378196, 141.3389957)
江南神社	(43.1376605, 141.3312633)
札幌屯田七条郵便局	(43.1371172, 141.3284579)
アポロステーションセルフ屯田SS	(43.1388451, 141.3150319)
寺島整形外科	(43.137298, 141.3281005)
おおた屯田歯科医院	(43.1371785, 141.328408)
本光寺	(43.1392468, 141.3408359)
エネオスDr.Driveオブリステーション屯田	(43.1393597, 141.3399147)
マクドナルド屯田イトーヨーカドー店	(43.1398146, 141.3402703)
サンドラッグ屯田店	(43.1391248, 141.3390219)
パパヒデヒコ	(43.0664636, 141.3235751)
北海道信用金庫琴似支店二十四軒出張所	(43.075077, 141.313609)
札幌マスター歯科・矯正歯科クリニック	(43.1400423, 141.3402927)
アリス歯科クリニック	(43.1395372, 141.3391915)
札幌屯田八条郵便局	(43.1398339, 141.3394025)
屯田大藤保育園	(43.1396377, 141.3309538)
屯田北児童会館	(43.1399239, 141.3310024)
季実の里どうぶつ病院	(43.1404455, 141.3456011)
ばんどう歯科医院	(43.1405932, 141.3446489)
つぼ八屯田店	(43.1408262, 141.3430039)
サツドラ屯田店	(43.1411144, 141.3423174)
魚べい屯田店	(43.1411269, 141.3414219)
屯田桃の花保育園	(43.1418974, 141.3425693)
にわ糖尿病・内科クリニック	(43.1418277, 141.3418134)
リラ整形外科クリニック	(43.1419811, 141.3418427)
札幌北翔館そとこと	(43.1429387, 141.340959)
清明庵	(43.1433643, 141.3412652)
小原病院	(43.1444078, 141.3169371)
耳鼻咽喉科麻生北クリニック	(43.1418901, 141.3416028)
フレンズ歯科クリニック	(43.142038, 141.3416366)
静円寺	(43.1584802, 141.3496454)
まえたに動物病院	(43.1280443, 141.3461832)
渡辺歯科	(43.1269821, 141.3494341)
創成川通整形外科	(43.1281081, 141.3483035)
味名人桃太郎太平店	(43.1266368, 141.3458899)
そふと工房プラス太平本店	(43.1289609, 141.3491549)
コスモ篠路太平	(43.1290283, 141.3542421)
ラーメン山岡家太平店	(43.1313929, 141.3469942)
焼肉平和園太平店	(43.1321906, 141.3475312)
なかお歯科クリニック	(43.1294934, 141.3498205)
麺武はちまき屋	(43.1296798, 141.3500782)
日本キリスト教団 札幌北部教会	(43.1270943, 141.3576903)
こすみ歯科クリニック	(43.1320696, 141.3527269)
札幌太平郵便局	(43.1329634, 141.3559279)
札幌市北区 太平百合が原まちづくりセンター	(43.1320279, 141.359608)
太平児童会館	(43.1321722, 141.3596243)
安達内科医院	(43.1287316, 141.3548436)
びっくりドンキーファーム太平店	(43.1364321, 141.3482364)
天ぷら倶楽部太平店	(43.1335629, 141.3554219)
エネオス篠路太平SS	(43.1339299, 141.3555503)
三好歯科医院	(43.1334465, 141.3561506)
札幌方面北警察署 太平交番	(43.1334013, 141.3564519)
百合が原ながの総合歯科	(43.1329017, 141.3596706)
ペンギンベーカリーカフェ山鼻店	(43.0460952, 141.3498631)
ペンギンベーカリーカフェ 美園店美園店	(43.0455651, 141.3863122)
ツルハドラッグ月寒東2条店	(43.0172, 141.422561)
札幌しらかば台病院	(43.0178558, 141.4211156)
しらかば泌尿器科クリニック	(43.0183853, 141.4212217)
札幌方面厚別警察署	(43.0387541, 141.4686859)
ツルハドラッグ栄通店	(43.0326188, 141.4197685)
魚べいクロスモール新発寒店	(43.1062855, 141.2739661)
ラーメン山岡家新発寒店	(43.1065225, 141.2737187)
なないろ歯科クリニック	(43.107085, 141.2729049)
サツドラクロスモール新発寒店	(43.106096, 141.2730414)
すたみな太郎太平店	(43.1373595, 141.3485685)
太平眼科	(43.1378533, 141.3485107)
太平歯科医院	(43.1358188, 141.3536038)
内科小児科さとう医院	(43.1355, 141.3603043)
オウン・ウェイ・カフェ	(43.1350523, 141.3630725)
札幌太平デンタルオフィス	(43.1365115, 141.3564018)
どう歯科クリニック	(43.1346409, 141.3670056)
百合が原児童会館	(43.1372891, 141.3654973)
札幌市太平百合が原地区センター	(43.1392481, 141.3515726)
太平高山内科クリニック	(43.138262, 141.3569574)
川上歯科クリニック	(43.1383884, 141.3570009)
板そば なみ喜	(43.1419801, 141.3495531)
とんでん篠路店	(43.1425486, 141.3496567)
吉野家231号線篠路店	(43.1445567, 141.3500645)
常禅寺	(43.1427919, 141.3528861)
川島内科胃腸科	(43.144193, 141.3558435)
MOE内科循環器クリニック	(43.1434798, 141.3575425)
しのろ耳鼻咽喉科クリニック	(43.1440044, 141.3571349)
しのろ皮膚科医院	(43.1440851, 141.3571495)
しのろ眼科医院	(43.1440702, 141.3572601)
しのろ歯科	(43.1439959, 141.3572281)
北門信用金庫篠路支店	(43.1439832, 141.3575308)
にしやま歯科医院	(43.1418657, 141.3584128)
浄土寺	(43.1431272, 141.3621968)
篠路平川歯科医院	(43.1430465, 141.3624384)
たかすぎ腎泌尿器科	(43.1428511, 141.3628168)
篠路中央保育園	(43.1412894, 141.3684459)
グリーンピア篠路	(43.1412929, 141.3691248)
柏葉荘	(43.1421431, 141.3681137)
グリンピア動物病院	(43.1417218, 141.3717203)
ホクレン篠路セルフ	(43.1420471, 141.3719432)
しのろファミリークリニック	(43.1419315, 141.3728956)
エネオスDr.Drive石狩街道セルフ	(43.1454882, 141.3503619)
ケンタッキーフライドチキン札幌篠路店	(43.1461017, 141.3504641)
荒木病院	(43.1451575, 141.3540924)
白木屋篠路店	(43.1445023, 141.357885)
北洋銀行篠路支店	(43.144309, 141.3582985)
エネオスDr.Drive篠路SS	(43.1461022, 141.3586993)
篠路郵便局	(43.1445278, 141.3592585)
つぼ八篠路店	(43.1455649, 141.3591944)
箱木歯科	(43.1458808, 141.3592285)
篠路こどもクリニック	(43.145177, 141.363271)
白鹿食堂	(43.0553758, 141.3065313)
篠路コミュニティセンター	(43.1431292, 141.3677108)
砂山歯科医院	(43.1429505, 141.3651694)
回転寿し 銀次郎篠路店	(43.142695, 141.3702609)
北海道信用金庫篠路支店	(43.1428917, 141.3724866)
いとが整形外科	(43.1423722, 141.373203)
おおみや歯科医院	(43.1435577, 141.3729411)
エネオス石狩SS	(43.1480656, 141.3510292)
ほっともっと篠路4条店	(43.146678, 141.3588847)
ピザハット篠路店	(43.1432066, 141.3657476)
篠路整形外科	(43.1479878, 141.360237)
篠路高洋保育園	(43.1460395, 141.3635902)
フラワーデンタルオフィス	(43.1457967, 141.3628941)
しのろ駅前医院	(43.1458613, 141.3630864)
札幌方面北警察署 篠路交番	(43.1452268, 141.3655145)
篠路駅前郵便局	(43.1456455, 141.3659463)
札幌市北区篠路出張所	(43.1456838, 141.3655251)
札幌市北区 篠路まちづくりセンター	(43.1457873, 141.3655313)
篠路神社	(43.1462251, 141.3649652)
池田ファミリー歯科	(43.1472326, 141.3664705)
ツルハドラッグ篠路東店	(43.1442389, 141.3723862)
札幌中央信用組合篠路支店	(43.1487795, 141.3593432)
サツドラ篠路店	(43.1484991, 141.3600016)
吉田医院	(43.1487427, 141.3608336)
龍雲寺	(43.1499199, 141.3721186)
篠路西児童会館	(43.1511102, 141.3589186)
しのろ歯科クリニック	(43.1502022, 141.3596736)
しのろ山田歯科	(43.1508451, 141.3603453)
山口歯科医院	(43.1522714, 141.3653001)
つばさ保育園	(43.1565949, 141.3540353)
五稜会病院	(43.155151, 141.3640219)
ドリームキッズ保育園	(43.1609028, 141.3561772)
札幌方面北警察署 茨戸交番	(43.16132, 141.3583953)
横山内科医院	(43.1570848, 141.356654)
茨戸郵便局	(43.1645265, 141.3539139)
札幌優翔館病院	(43.1646299, 141.357912)
介護老人保健施設 茨戸アカシアハイツ	(43.1636767, 141.3586575)
特別養護老人ホーム 福寿園	(43.1642366, 141.3573696)
ほっともっと南6条店	(43.0519817, 141.3458189)
しぶやペットクリニック	(43.1474552, 141.3792389)
宝塔寺	(43.1462155, 141.3887088)
ニコ小児歯科医院	(43.1498879, 141.3765721)
禅燈寺	(43.1501068, 141.3765448)
かわしま歯科医院	(43.1530789, 141.3774718)
山鼻屯田記念会館	(43.0411221, 141.345205)
リーフ歯科クリニック	(43.1540783, 141.3797514)
中国料理 養源郷	(43.0439085, 141.3480767)
北海道信用金庫	(43.024447, 141.399676)
中華食堂やまちゃん	(43.000844, 141.353258)
北海道信用金庫清田支店	(42.9948735, 141.4309516)
北海道信用金庫北野通支店	(43.0039414, 141.4449778)
北海道信用金庫平岡支店	(43.0102663, 141.4572245)
北海道信用金庫新札幌支店	(43.0407516, 141.4717723)
北海道信用金庫北都支店	(43.0494469, 141.438593)
北海道信用金庫南郷支店	(43.0394903, 141.4124433)
北海道信用金庫白石支店	(43.0512236, 141.4063958)
北海道信用金庫東札幌支店	(43.0516916, 141.3854403)
北海道信用金庫八軒支店	(43.0870441, 141.3146076)
北海道信用金庫琴似支店	(43.075188, 141.3024589)
北海道信用金庫西野支店	(43.0678723, 141.2742979)
北海道信用金庫発寒支店	(43.0837389, 141.2921241)
北海道信用金庫手稲支店あけぼの出張所	(43.1330799, 141.2359448)
北海道信用金庫手稲支店	(43.1266812, 141.2552686)
北海道信用金庫手稲駅前支店	(43.1195565, 141.2425027)
スシロー札幌山の手店札幌山の手店	(43.0759441, 141.2935963)
海鮮家はこだて本店	(43.0517224, 141.3545157)
満龍	(43.0534054, 141.3540889)
あいの里協働保育園	(43.1538739, 141.3985491)
札幌新生キリスト教会	(43.157289, 141.3768848)
拓北そらいろ保育園	(43.1560132, 141.3795279)
札幌ひまわり幼稚園	(43.1562934, 141.3797386)
ひまわり内科小児科医院	(43.1562381, 141.3801569)
スターバックス札幌宮ケ丘店	(43.0575884, 141.3130801)
草笛館	(43.1343034, 141.3848948)
ゆうちょ銀行札幌中央郵便局	(43.0695874, 141.3554024)
北陸銀行東篠路出張所	(43.1566459, 141.3808337)
いしざき歯科	(43.1558367, 141.3807101)
札幌拓北郵便局	(43.1569589, 141.3806956)
札幌拓北郵便局	(42.9999155, 141.3367321)
四文屋狸小路店	(43.0569143, 141.3508844)
札幌市はっさむ地区センター	(43.0906034, 141.2933563)
北海道がんセンター	(43.0581812, 141.3744454)
菊水整形外科	(43.0566847, 141.3738089)
あいの里耳鼻咽喉科	(43.1562556, 141.3859936)
めばえこどもクリニック	(43.1559361, 141.3899541)
なの花薬局あいの里店	(43.155815, 141.3899412)
あいの里児童会館	(43.1575119, 141.3884059)
あいの里整形外科	(43.1554747, 141.3967893)
札幌あいの里郵便局	(43.1556275, 141.396993)
札幌ファミリー歯科医院	(43.1572601, 141.3966966)
にいで歯科医院	(43.1579851, 141.3966764)
サブウェイ東光ストアあいの里店	(43.1561451, 141.3982018)
アインズ	(43.1564502, 141.3982204)
北洋銀行あいの里支店	(43.1579392, 141.3975364)
マクドナルドあいの里生協店	(43.1573209, 141.3989446)
あいの里内科消化器科クリニック	(43.1560552, 141.3996539)
あいの里歯科医院	(43.1559999, 141.4003721)
札幌方面北警察署 あいの里交番	(43.155746, 141.3991402)
札幌市北区 拓北・あいの里まちづくりセンター	(43.1554427, 141.3993186)
味名人桃太郎あいの里店	(43.1596722, 141.3844582)
介護老人保健施設プラットホーム	(43.1595775, 141.3851481)
エネオスDr.Driveトップロードあいの里SS	(43.1594109, 141.3858669)
札幌北消防署 あいの里出張所	(43.1596792, 141.3859102)
あいの里保育園	(43.1623683, 141.3881209)
札幌あいの里三条郵便局	(43.1643328, 141.3898896)
かしま内科クリニック	(43.1589603, 141.3918304)
うえまつ歯科医院	(43.1589664, 141.3914555)
あいの里さんさん歯科クリニック	(43.1642031, 141.3905047)
ポッケ動物病院	(43.1637399, 141.3911183)
北海道教育大学附属札幌中学校	(43.1691021, 141.392704)
鈴木外科循環器科クリニック	(43.1627138, 141.395182)
彦いち	(43.1670819, 141.3950843)
貴州屋	(43.1670847, 141.3955487)
北海道医療大学病院	(43.1591804, 141.3977532)
三菱UFJ銀行札幌支店	(43.0613191, 141.3532601)
チャンピオンカレー札幌白石店	(43.0517297, 141.3864205)
札幌エルプラザ 阿部眼科	(43.0707255, 141.3497888)
アポロステーションプリテールローソンあいの里2条SS	(43.1582924, 141.4004348)
ツルハドラッグあいの里店	(43.1587248, 141.4002081)
つぼ八あいの里店	(43.1586298, 141.4006653)
みとべ歯科医院	(43.1648251, 141.3962032)
あいの里動物病院	(43.1655086, 141.3963228)
認定こども園あいの里	(43.1639294, 141.4012039)
本間皮ふ科クリニック	(43.1606185, 141.4099384)
いけだクリニック	(43.1608847, 141.4102261)
あいあい歯科クリニック	(43.1608439, 141.4096181)
あいの里せせらぎ保育園	(43.1594279, 141.4068599)
あいの里ひがし児童会館	(43.1634401, 141.4065286)
ライフプレステージ白ゆりあいの里	(43.1656183, 141.4115661)
鬼武者	(43.054138, 141.352666)
ラムハウス・ケケレ	(43.057169, 141.332129)
ゼップ札幌	(43.0493451, 141.3531647)
BENTOSS デリバリセンター	(43.0318765, 141.3679638)
あんあん保育園 平岸ルーム	(43.0318461, 141.3682576)
松尾ジンギスカン札幌大通南1条店	(43.0590251, 141.3516294)
おたる亭 本店	(43.0560477, 141.3540921)
こく一番 らーめん みどりや	(43.034441, 141.337055)
アポロステーションセルフ東北通りSS	(43.0355796, 141.4089656)
円山温泉	(43.049615, 141.3243665)
串鳥大通西10丁目店	(43.0579688, 141.3415832)
北大マルシェ Café & Labo	(43.0716803, 141.3456128)
サツドラ狸小路2丁目店	(43.0574499, 141.3549405)
サンドリア	(43.0494438, 141.3458203)
エネオスDr.Driveさとらんど丘珠SS	(43.1169707, 141.4066386)
エネオスセルフモエレ沼SS	(43.1226136, 141.413083)
エネオスEnejet アサヒビール園	(43.0436249, 141.4032293)
ツルハドラッグ伏古11条店	(43.0955252, 141.4002427)
いきなり！ステーキ札幌南店	(43.0586735, 141.3511611)
トトリ	(43.0534673, 141.3479217)
札幌かに家本店	(43.0562203, 141.3553556)
札幌かに家本店	(43.0556491, 141.3504013)
札幌かに家本店	(43.0525532, 141.3497285)
ドトールコーヒーショップ札幌時計台通店	(43.0651475, 141.3527079)
サツドラノルベサ店	(43.0562409, 141.3507825)
ツルハドラッグ新琴似4番通店	(43.1196325, 141.317214)
しゃぶ葉札幌新琴似店	(43.1201591, 141.3172274)
CoCo壱番屋中央区すすきの店	(43.0559532, 141.3535496)
サツドラ東苗穂4条店	(43.0870831, 141.4046074)
札幌ススキノ病院	(43.0526124, 141.3466277)
リバーサイド内科循環器科クリニック	(43.0525637, 141.3566222)
調剤薬局クスリのツルハ琴似店	(43.0792279, 141.3068591)
ふわもちカフェ	(43.0348876, 141.4609355)
ラーメンさんぱち	(43.0502368, 141.3498872)
オリックスレンタカーすすきの店	(43.0501053, 141.3498832)
なか卯すすきの西店	(43.0499679, 141.3498868)
トヨタレンタカー	(43.0488508, 141.3487796)
日本キリスト教団 札幌教会	(43.0634883, 141.3570316)
あけぼの皮フ科	(43.0488245, 141.3447912)
トヨタレンタカー札幌駅東店	(43.068347, 141.3567234)
りんご調剤薬局	(43.080053, 141.3058578)
札幌ことに乳腺クリニック	(43.0801618, 141.3054396)
やよい軒二十四軒店	(43.0758857, 141.3145549)
コメダ珈琲店狸小路2丁目店	(43.0574899, 141.3552453)
キューブガーデン	(43.0650648, 141.3601191)
トヨタレンタカー北1条東2丁目店	(43.0631926, 141.3588834)
魚べい苗穂店	(43.0781604, 141.3948522)
むさしの森珈琲札幌二十四軒店	(43.0760954, 141.3134115)
エネオスチャレンジ西野3条SS	(43.0790201, 141.2753122)
ケンズカフェ	(43.0749178, 141.3021165)
琴似小児科クリニック	(43.0786673, 141.3031449)
ミルチ	(43.052172, 141.327858)
志村デンタルクリニック	(43.0611311, 141.3665736)
三上動物病院	(43.0593773, 141.3597525)
みよしの	(43.0906487, 141.3084626)
北海道大野記念病院	(43.0873149, 141.2731352)
北海道テレビ放送(HTB)	(43.0628984, 141.3551569)
ラフィネデンタルクリニック	(43.0586396, 141.3609222)
札幌青葉鍼灸柔整専門学校	(43.058842, 141.3630827)
あしたば薬局創成店	(43.0581472, 141.3624738)
北光園	(43.0559803, 141.359605)
アールベルアンジェ札幌ラ・ベール教会	(43.0559627, 141.3631154)
アールベルアンジェ札幌ラ・ベール教会	(43.0309299, 141.3481224)
アールベルアンジェ札幌ラ・ベール教会大谷地東店	(43.0263783, 141.4565536)
ケンタッキーフライドチキン札幌前田店	(43.1227441, 141.2504438)
トラットリア デッラアモーレ	(43.0624638, 141.3105434)
宮の森児童会館	(43.0619738, 141.3090822)
うめつ小児科	(43.0629405, 141.3078556)
うめつ内科糖尿病・内分泌クリニック	(43.0630042, 141.3073165)
宮の森三条内科クリニック	(43.0621515, 141.3055963)
鈴木歯科医院	(43.0595924, 141.3099736)
サツドラ円山西28丁目店	(43.0619356, 141.3141462)
川沿湯	(42.9951313, 141.3313983)
宮の森記念病院	(43.0622405, 141.3028886)
鶴の湯	(43.0339402, 141.350199)
ホルモンとジンギスカンの 将や	(43.0521583, 141.3527826)
ニッポンレンタカーサッポロステーション営業所	(43.07002, 141.3553357)
神宮温泉	(43.059227, 141.3123857)
Armor	(43.0593415, 141.3136628)
カフェ レイン	(43.0582573, 141.3211155)
星槎国際高等学校 本部校	(43.0359655, 141.4925588)
神宮前歯科クリニック	(43.057449, 141.3122533)
beis AOYAMA	(43.0569918, 141.3564383)
宮の森アニマルホスピタル	(43.0596162, 141.2989852)
円山動物病院	(43.0561665, 141.3047642)
シアターZOO	(43.0455365, 141.3568665)
